Game_ID,Date,Season,Opponent,Home_Away_Neutral,Game_Type,Location,Davidson_Record_After,Opponent_Record_After,Davidson_Final_Points,Opponent_Final_Points,Result,Point_Differential,Overtime,Overtime_Periods,Davidson_First_Half_Points,Opponent_First_Half_Points,Davidson_Second_Half_Points,Opponent_Second_Half_Points,Halftime_Leader,Halftime_Margin,Second_Half_Differential,Comeback_Win,Blew_Halftime_Lead,Game_Flow_Tag,Davidson_FG_Made,Davidson_FG_Attempted,Davidson_FG_Percentage,Opponent_FG_Made,Opponent_FG_Attempted,Opponent_FG_Percentage,Davidson_3PT_Made,Davidson_3PT_Attempted,Davidson_3PT_Percentage,Opponent_3PT_Made,Opponent_3PT_Attempted,Opponent_3PT_Percentage,Davidson_FT_Made,Davidson_FT_Attempted,Davidson_FT_Percentage,Opponent_FT_Made,Opponent_FT_Attempted,Opponent_FT_Percentage,Davidson_Rebounds,Opponent_Rebounds,Rebound_Differential,Davidson_Offensive_Rebounds,Opponent_Offensive_Rebounds,Davidson_Defensive_Rebounds,Opponent_Defensive_Rebounds,Davidson_Assists,Opponent_Assists,Davidson_Turnovers,Opponent_Turnovers,Turnover_Differential,Davidson_Steals,Opponent_Steals,Davidson_Blocks,Opponent_Blocks,Davidson_Bench_Points,Opponent_Bench_Points,Bench_Point_Differential,Davidson_Points_In_Paint,Opponent_Points_In_Paint,Davidson_Points_Off_Turnovers,Opponent_Points_Off_Turnovers,Davidson_Second_Chance_Points,Opponent_Second_Chance_Points,Davidson_Fast_Break_Points,Opponent_Fast_Break_Points,Lead_Changes,Times_Tied,Davidson_Largest_Lead,Opponent_Largest_Lead,Game_Winning_Shot,Clutch_Game,Davidson_Technical_Fouls,Opponent_Technical_Fouls,Total_Technical_Fouls,Davidson_Flagrant_Fouls,Opponent_Flagrant_Fouls,Total_Flagrant_Fouls,Top_Scorer_Davidson,Top_Scorer_Davidson_Points,Top_Scorer_Davidson_Rebounds,Top_Scorer_Davidson_Assists,Top_Scorer_Davidson_Minutes,Second_Key_Player_Davidson,Second_Key_Player_Davidson_Statline,Third_Key_Player_Davidson,Third_Key_Player_Davidson_Statline,Top_Scorer_Opponent,Top_Scorer_Opponent_Points,Top_Scorer_Opponent_Rebounds,Top_Scorer_Opponent_Assists,Top_Scorer_Opponent_Minutes,Double_Doubles_Davidson,Triple_Doubles_Davidson,Double_Doubles_Opponent,Triple_Doubles_Opponent,Generated_Narrative_Target
20260000046,02/06/25,2024-25,George Washington,Neutral,Conference,Neutral Site,16-4,8-5,72,78,L,6,No,0,24,35,48,43,Opponent,11,5,No,No,Standard,27,51,52.9,25,56,44.6,12,41,29.3,8,24,33.3,14,20,70.0,16,24,66.7,42,25,17,11,10,31,15,25,16,15,13,2,12,11,6,7,18,13,5,20,30,17,11,5,9,4,11,10,4,23,12,Yes,No,0,0,0,0,1,1,"Jackson,John",22,8,3,30,"Miller,George","17 pts, 4 reb, 6 ast","Gonzalez,Joshua","14 pts, 1 reb, 3 ast","Thompson,Joseph",23,5,4,34,0,0,0,0,"Davidson pushed George Washington to the finish in a close contest. Jackson,John sparked the Wildcats with 22 points and 3 assists. Davidson displayed composure in the clutch, making key plays late.

Davidson protected the rim effectively with 6 blocks. Despite the loss, Davidson showed progress and will build on these lessons."
20260000047,12/15/24,2024-25,La Salle,Away,Regular,John Glaser Arena,6-4,10-1,88,80,W,8,No,0,39,40,49,40,Opponent,1,9,Yes,No,Standard,26,46,56.5,23,46,50.0,10,34,29.4,6,17,35.3,10,12,83.3,16,20,80.0,27,36,-9,15,11,12,25,13,13,12,13,-1,5,5,7,8,30,18,12,25,37,19,17,10,8,14,13,4,5,14,14,Yes,No,0,2,2,0,1,1,"Walker,Robert",20,7,7,32,"Lopez,Richard","15 pts, 3 reb, 3 ast","Harris,David","8 pts, 3 reb, 3 ast","Miller,William",27,7,4,25,0,0,0,0,"Davidson relied on strong defense to defeat La Salle. Walker,Robert led the way with 20 points, 7 rebounds and 7 assists. Davidson remained within striking distance late and continued to fight through the final possessions.

Davidson capitalized on second-chance opportunities, adding 10 second-chance points. Davidson pushed the game beyond regulation and competed deep into overtime. With the win, Davidson improves to 6-4."
20260000048,01/07/25,2024-25,Loyola Chicago,Home,Regular,John M. Belk Arena,7-6,11-13,61,50,W,11,No,0,26,23,35,27,Davidson,3,8,No,No,Standard,33,56,58.9,32,71,45.1,11,32,34.4,10,34,29.4,15,18,83.3,17,22,77.3,32,30,2,12,6,20,24,11,12,8,13,-5,7,4,2,6,15,20,-5,25,22,16,9,10,14,13,11,2,5,25,10,No,No,0,0,0,0,1,1,"Davis,Paul",28,10,6,33,"Lee,Edward","12 pts, 3 reb, 1 ast","Johnson,Timothy","14 pts, 5 reb, 4 ast","Jones,John",19,2,4,27,1,0,0,0,"Davidson used a balanced attack to overcome Loyola Chicago. Davis,Paul led the way with 28 points, 10 rebounds and 6 assists. Lee,Edward added important support with 12 pts, 3 reb, 1 ast. Johnson,Timothy also contributed with 14 pts, 5 reb, 4 ast. Davidson built a 3-point lead by halftime and maintained control from there.

Davidson shot 58.9% from the field, showing efficient offensive execution. Davidson adjusted well after halftime and outscored Loyola Chicago 35-27 in the second half. Davidson will look to carry this momentum forward."
20260000049,01/15/25,2024-25,Massachusetts,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,20-4,6-1,68,60,W,8,No,0,26,21,42,39,Davidson,5,3,No,No,Standard,35,62,56.5,22,43,51.2,12,33,36.4,8,27,29.6,16,21,76.2,13,16,81.2,36,30,6,12,5,24,25,18,15,15,12,3,6,7,1,3,13,10,3,31,37,14,20,14,8,12,4,8,8,21,18,No,No,2,0,2,1,1,2,"Williams,Timothy",16,10,5,29,"Brown,Ryan","10 pts, 3 reb, 2 ast","Lewis,Paul","7 pts, 1 reb, 4 ast","Williams,Jeffrey",17,4,5,33,1,0,0,0,"Davidson showcased its depth in a win over Massachusetts. Williams,Timothy had a well-rounded game with 16 points, 10 rebounds and 5 assists. Davidson built a 5-point lead by halftime and maintained control from there.

Davidson controlled the glass with 36 rebounds, finishing plus-6 on the boards. Davidson built a 5-point lead by halftime and maintained control from there. The result reflects Davidson’s strong execution."
20260000050,01/21/25,2024-25,Rhode Island,Neutral,Regular,Neutral Site,17-9,15-9,75,67,W,8,No,0,32,22,43,45,Davidson,10,-2,No,No,Standard,33,78,42.3,20,49,40.8,6,14,42.9,5,13,38.5,16,18,88.9,14,21,66.7,45,40,5,14,14,31,26,25,8,10,12,-2,9,5,7,1,22,18,4,27,21,19,15,9,10,4,9,6,4,13,20,Yes,No,0,0,0,1,1,2,"Clark,Kevin",23,8,5,27,"Davis,Ryan","11 pts, 8 reb, 4 ast","Harris,Eric","13 pts, 3 reb, 1 ast","Martin,Christopher",15,6,6,37,0,0,0,0,"Davidson used a balanced attack to overcome Rhode Island. Clark,Kevin led the way with 23 points, 8 rebounds and 5 assists. Davidson received a spark from its bench, which contributed 22 points. Harris,Eric also contributed with 13 pts, 3 reb, 1 ast. Davidson built a 10-point lead by halftime and maintained control from there.

Davidson protected the ball well and won the turnover battle. With the win, Davidson improves to 17-9."
20260000051,12/05/24,2024-25,Richmond,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,10-4,9-14,58,65,L,7,No,0,26,21,32,44,Davidson,5,-12,No,Yes,Standard,31,57,54.4,22,50,44.0,12,33,36.4,5,13,38.5,11,15,73.3,17,24,70.8,40,43,-3,13,10,27,33,21,10,12,9,3,7,3,7,1,15,14,1,27,40,11,18,8,9,14,10,10,2,5,20,Yes,No,2,0,2,0,0,0,"Rodriguez,Brian",23,8,4,36,"Hernandez,Kenneth","11 pts, 5 reb, 3 ast","Lee,Timothy","14 pts, 1 reb, 1 ast","Martin,Scott",22,6,3,28,0,0,0,0,"Davidson pushed Richmond to the finish in a close contest. Rodriguez,Brian paced Davidson with 23 points. Hernandez,Kenneth added important support with 11 pts, 5 reb, 3 ast. Lee,Timothy also made an impact with 14 pts, 1 reb, 1 ast. The game featured several momentum swings, but Davidson continued to answer key stretches.

Davidson found success in transition with 14 fast-break points. Davidson will look to build on the positives from this performance."
20260000052,03/04/25,2024-25,Saint Joseph's,Home,Conference,John M. Belk Arena,15-5,11-11,74,62,W,12,No,0,32,23,42,39,Davidson,9,3,No,No,Standard,21,37,56.8,30,58,51.7,11,28,39.3,6,16,37.5,18,23,78.3,12,18,66.7,38,37,1,11,5,27,32,16,13,11,18,-7,11,10,6,5,15,25,-10,25,29,9,15,7,9,12,6,7,7,7,12,No,No,0,2,2,1,1,2,"Lewis,Gregory",26,6,5,34,"Hernandez,Thomas","15 pts, 2 reb, 6 ast","Thompson,David","12 pts, 2 reb, 1 ast","Walker,Larry",22,6,4,26,0,0,0,0,"Davidson relied on strong defense to defeat Saint Joseph's. Lewis,Gregory delivered a standout performance with 26 points. Hernandez,Thomas added important support with 15 pts, 2 reb, 6 ast. Davidson built a 9-point lead by halftime and maintained control from there.

Davidson took advantage at the free-throw line, converting 78.3% of its attempts. Davidson built a 9-point lead by halftime and maintained control from there. The result reflects Davidson’s strong execution."
20260000053,12/09/24,2024-25,Saint Louis,Home,Regular,John M. Belk Arena,18-10,17-3,75,61,W,14,No,0,32,25,43,36,Davidson,7,7,No,No,Standard,25,54,46.3,18,47,38.3,9,29,31.0,6,17,35.3,10,13,76.9,9,14,64.3,38,45,-7,11,11,27,34,23,15,14,8,6,3,11,4,6,10,18,-8,36,26,8,18,5,15,7,7,7,4,9,8,No,No,2,2,4,1,0,1,"Williams,Robert",24,6,4,35,"Thomas,Charles","13 pts, 5 reb, 3 ast","Clark,Paul","7 pts, 4 reb, 1 ast","Garcia,Donald",25,4,2,25,0,0,0,0,"Davidson relied on strong defense to defeat Saint Louis. Williams,Robert paced Davidson with 24 points. Davidson built a 7-point lead by halftime and maintained control from there.

Davidson took advantage at the free-throw line, converting 76.9% of its attempts. Davidson built a 7-point lead by halftime and maintained control from there. With the win, Davidson improves to 18-10."
20260000054,03/31/25,2024-25,St. Bonaventure,Neutral,Regular,Neutral Site,16-1,15-15,95,66,W,29,No,0,32,31,63,35,Davidson,1,28,No,No,Blowout,21,39,53.8,28,54,51.9,5,13,38.5,10,29,34.5,9,11,81.8,15,19,78.9,31,45,-14,5,9,26,36,23,18,9,18,-9,11,7,3,7,13,24,-11,39,23,12,9,6,12,7,13,5,8,13,21,Yes,No,1,2,3,1,1,2,"Miller,Robert",30,5,6,40,"Martinez,George","8 pts, 2 reb, 6 ast","Williams,Thomas","14 pts, 6 reb, 4 ast","Jones,William",26,10,1,28,0,0,1,0,"Davidson relied on strong defense to defeat St. Bonaventure. Miller,Robert led the way with 30 points, 5 rebounds and 6 assists. Martinez,George added important support with 8 pts, 2 reb, 6 ast. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson excelled from beyond the arc, hitting 5 of 13 from three-point range. The result reflects Davidson’s strong execution."
20260000055,01/05/25,2024-25,VCU,Neutral,Regular,Neutral Site,14-5,17-1,61,52,W,9,Yes,2,30,22,31,30,Davidson,8,1,No,No,Standard,33,60,55.0,19,36,52.8,5,18,27.8,6,16,37.5,10,14,71.4,15,18,83.3,33,27,6,10,10,23,17,15,9,14,14,0,10,7,7,8,23,13,10,23,24,19,19,5,7,5,10,9,8,23,19,Yes,No,2,1,3,1,0,1,"Walker,Charles",30,9,1,38,"Hernandez,Robert","9 pts, 4 reb, 6 ast","Martinez,James","15 pts, 5 reb, 2 ast","Lee,Gregory",22,10,6,28,0,0,1,0,"Davidson relied on strong defense to defeat VCU. Walker,Charles led the way with 30 points, 9 rebounds and 1 assists. Hernandez,Robert added important support with 9 pts, 4 reb, 6 ast. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson shot 55.0% from the field, showing efficient offensive execution. With the win, Davidson improves to 14-5."
20260000056,02/19/25,2024-25,Dayton,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,20-6,15-3,90,89,W,1,No,0,30,34,60,55,Opponent,4,5,Yes,No,Close,35,61,57.4,31,76,40.8,12,36,33.3,9,22,40.9,8,10,80.0,16,21,76.2,37,32,5,6,12,31,20,24,20,17,15,2,4,10,8,6,13,23,-10,40,20,9,14,11,5,12,12,2,8,7,24,No,Yes,2,2,4,0,1,1,"Martinez,Scott",16,5,7,39,"Martinez,Nicholas","19 pts, 7 reb, 3 ast","Gonzalez,Ryan","6 pts, 1 reb, 2 ast","Smith,Gregory",19,6,5,36,0,0,0,0,"Davidson showcased its depth in a win over Dayton. Martinez,Scott had a well-rounded game with 16 points, 5 rebounds and 7 assists. Martinez,Nicholas added important support with 19 pts, 7 reb, 3 ast. Davidson executed well in key moments down the stretch.

Davidson found success inside, scoring 40 points in the paint. Davidson demonstrated its ability to close out games."
20260000057,11/28/24,2024-25,Duquesne,Home,Regular,John M. Belk Arena,9-7,6-5,94,62,W,32,No,0,34,26,60,36,Davidson,8,24,No,No,Blowout,26,53,49.1,30,73,41.1,10,34,29.4,10,35,28.6,18,21,85.7,17,27,63.0,39,39,0,15,14,24,25,14,15,8,16,-8,3,11,7,8,26,13,13,38,25,19,10,6,11,14,13,7,6,17,18,Yes,No,1,1,2,1,1,2,"Hernandez,Charles",19,8,5,34,"Robinson,Kevin","19 pts, 7 reb, 5 ast","Lopez,Mark","8 pts, 2 reb, 3 ast","Lee,Joshua",28,4,6,30,0,0,0,0,"Davidson relied on strong defense to defeat Duquesne. Robinson,Kevin added important support with 19 pts, 7 reb, 5 ast. Davidson received a spark from its bench, which contributed 26 points. Davidson built a 8-point lead by halftime and maintained control from there.

Davidson turned defense into offense with 19 points off turnovers. Davidson built a 8-point lead by halftime and maintained control from there. The result reflects Davidson’s strong execution."
20260000058,03/09/25,2024-25,Fordham,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,15-2,14-9,85,87,L,2,No,0,38,40,47,47,Opponent,2,0,No,No,Close,33,62,53.2,32,61,52.5,9,21,42.9,10,25,40.0,16,24,66.7,14,22,63.6,26,31,-5,9,7,17,24,19,18,12,10,2,3,7,4,1,21,22,-1,23,39,18,19,13,8,14,12,8,3,21,14,Yes,Yes,1,1,2,1,1,2,"Jackson,John",15,6,2,39,"Robinson,Donald","18 pts, 7 reb, 6 ast","Lopez,Scott","14 pts, 5 reb, 2 ast","Clark,Paul",18,9,2,27,0,0,0,0,"Davidson delivered a competitive performance against Fordham. Jackson,John contributed a season-high 15 points and 6 rebounds for Davidson. Robinson,Donald added important support with 18 pts, 7 reb, 6 ast. Davidson received a spark from its bench, which contributed 21 points. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson's bench contributed 21 points. This performance highlights Davidson’s potential moving forward."
20260000059,12/18/24,2024-25,George Mason,Home,Tournament,John M. Belk Arena,8-7,4-7,72,85,L,13,Yes,1,26,37,46,48,Opponent,11,-2,No,No,Standard,28,70,40.0,25,50,50.0,7,24,29.2,9,25,36.0,20,23,87.0,17,21,81.0,34,40,-6,14,13,20,27,21,9,13,16,-3,6,5,2,3,23,25,-2,37,32,9,13,8,8,14,9,7,4,14,11,No,No,2,2,4,0,0,0,"Lee,Joshua",29,5,6,32,"Johnson,Kevin","14 pts, 8 reb, 1 ast","Taylor,Kenneth","13 pts, 6 reb, 3 ast","Smith,Scott",22,10,4,40,0,0,1,0,"Davidson showed flashes of strong play despite the result against George Mason. Lee,Joshua delivered a standout performance with 29 points. Johnson,Kevin chipped in 14 pts, 8 reb, 1 ast, providing valuable support. Taylor,Kenneth gave Davidson a lift off the bench with 13 points. Davidson adjusted well after halftime and outscored George Mason 46-48 in the second half.

Davidson moved the ball well, finishing with 21 assists. Despite the loss, Davidson showed progress and will build on these lessons."
20260000060,11/12/24,2024-25,George Washington,Away,Tournament,Charles E. Smith Center,15-9,5-2,65,84,L,19,No,0,21,38,44,46,Opponent,17,-2,No,No,Blowout,22,50,44.0,28,55,50.9,11,26,42.3,7,20,35.0,19,22,86.4,14,18,77.8,27,29,-2,5,12,22,17,20,8,9,9,0,3,5,5,2,28,15,13,28,33,14,15,15,11,10,9,2,5,8,22,Yes,No,2,2,4,0,0,0,"Gonzalez,David",26,10,1,34,"Lewis,Brian","17 pts, 2 reb, 3 ast","Clark,Ryan","11 pts, 4 reb, 1 ast","Moore,Christopher",22,5,2,37,1,0,0,0,"Davidson showed flashes of strong play despite the result against George Washington. Gonzalez,David led the way with 26 points, 10 rebounds and 1 assists. Lewis,Brian added important support with 17 pts, 2 reb, 3 ast. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson moved the ball well, finishing with 20 assists. This performance highlights Davidson’s potential moving forward."
20260000061,03/20/25,2024-25,La Salle,Away,Tournament,John Glaser Arena,14-6,3-9,90,59,W,31,No,0,31,19,59,40,Davidson,12,19,No,No,Blowout,32,63,50.8,19,44,43.2,10,32,31.2,6,20,30.0,11,14,78.6,12,19,63.2,30,43,-13,5,13,25,30,24,18,16,9,7,7,4,5,2,16,23,-7,30,31,10,18,15,8,5,8,3,3,15,20,No,No,1,2,3,1,0,1,"Thompson,Scott",25,8,2,25,"Martinez,George","20 pts, 3 reb, 6 ast","Harris,Jeffrey","9 pts, 3 reb, 2 ast","Lee,Gregory",28,9,4,39,0,0,0,0,"Davidson relied on strong defense to defeat La Salle. Thompson,Scott led the way with 25 points, 8 rebounds and 2 assists. Davidson built a 12-point lead by halftime and maintained control from there.

Davidson shot 50.8% from the field, showing efficient offensive execution. Davidson built a 12-point lead by halftime and maintained control from there. Davidson continues to build momentum with another strong performance."
20260000062,01/31/25,2024-25,Loyola Chicago,Away,Conference,Gentile Arena,8-3,5-14,72,58,W,14,No,0,27,23,45,35,Davidson,4,10,No,No,Standard,22,40,55.0,32,84,38.1,5,12,41.7,10,26,38.5,11,13,84.6,16,24,66.7,42,40,2,15,7,27,33,21,14,11,17,-6,7,5,8,2,22,19,3,36,20,18,11,14,15,6,12,4,5,10,10,Yes,No,2,2,4,1,1,2,"Johnson,Donald",30,5,1,33,"Anderson,Donald","8 pts, 7 reb, 2 ast","Martin,Scott","11 pts, 4 reb, 4 ast","Perez,Robert",14,7,1,33,0,0,0,0,"Davidson relied on strong defense to defeat Loyola Chicago. Johnson,Donald delivered a standout performance with 30 points. Davidson received a spark from its bench, which contributed 22 points. Davidson executed well in key moments down the stretch.

Davidson turned defense into offense with 18 points off turnovers. Davidson continues to build momentum with another strong performance."
20260000063,01/07/25,2024-25,Massachusetts,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,10-7,15-6,92,54,W,38,No,0,38,24,54,30,Davidson,14,24,No,No,Blowout,27,54,50.0,23,44,52.3,10,28,35.7,11,27,40.7,8,10,80.0,10,14,71.4,32,27,5,13,15,19,12,18,11,10,10,0,5,8,2,4,23,18,5,23,35,18,15,12,8,13,6,8,2,12,6,Yes,No,2,2,4,0,0,0,"Lopez,Jacob",16,4,1,30,"Rodriguez,Daniel","16 pts, 5 reb, 5 ast","Thompson,Michael","15 pts, 3 reb, 1 ast","Davis,Ryan",23,9,4,30,0,0,0,0,"Davidson used a balanced attack to overcome Massachusetts. Rodriguez,Daniel added important support with 16 pts, 5 reb, 5 ast. Rodriguez,Daniel added important support with 16 pts, 5 reb, 5 ast. Davidson received a spark from its bench, which contributed 23 points. Thompson,Michael also contributed with 15 pts, 3 reb, 1 ast. Davidson built a 14-point lead by halftime and maintained control from there.

Davidson controlled the glass with 32 rebounds, finishing plus-5 on the boards. Davidson built a 14-point lead by halftime and maintained control from there. With the win, Davidson improves to 10-7."
20260000064,12/27/24,2024-25,Rhode Island,Away,Tournament,Ryan Center,10-10,11-3,76,79,L,3,No,0,34,27,42,52,Davidson,7,-10,No,Yes,Close,27,57,47.4,20,50,40.0,8,22,36.4,10,25,40.0,17,25,68.0,15,18,83.3,44,26,18,13,13,31,13,13,9,15,18,-3,5,12,1,7,26,21,5,31,21,19,16,11,8,11,10,7,6,23,8,No,Yes,0,1,1,1,0,1,"Hall,William",24,10,4,33,"Davis,James","19 pts, 7 reb, 1 ast","Thompson,Thomas","13 pts, 1 reb, 4 ast","Lopez,Mark",25,7,4,36,1,0,0,0,"Davidson showed flashes of strong play despite the result against Rhode Island. Hall,William paced Davidson with 24 points. Thompson,Thomas also made an impact with 13 pts, 1 reb, 4 ast. Davidson rallied from a 7-point halftime deficit to tie the game.

Davidson capitalized on second-chance opportunities, adding 11 second-chance points. Despite the loss, Davidson showed progress and will build on these lessons."
20260000065,11/28/24,2024-25,Richmond,Home,Conference,John M. Belk Arena,13-5,16-10,78,89,L,11,Yes,2,38,35,40,54,Davidson,3,-14,No,Yes,Standard,33,65,50.8,26,56,46.4,10,27,37.0,11,35,31.4,12,15,80.0,14,18,77.8,28,32,-4,12,7,16,25,13,11,16,14,2,8,11,1,3,22,8,14,22,24,15,17,11,6,5,8,5,4,7,24,Yes,No,2,1,3,1,1,2,"Gonzalez,John",20,9,4,25,"Davis,Edward","11 pts, 2 reb, 5 ast","Martin,Donald","14 pts, 2 reb, 1 ast","Anderson,George",24,2,2,27,0,0,0,0,"Davidson pushed Richmond to the finish in a close contest. Gonzalez,John led the way with 20 points, 9 rebounds and 4 assists. Martin,Donald gave Davidson a lift off the bench with 14 points. The game featured several momentum swings, but Davidson continued to answer key stretches.

Davidson capitalized on second-chance opportunities, adding 11 second-chance points. Davidson will look to build on the positives from this performance."
20260000066,01/10/25,2024-25,Saint Joseph's,Away,Conference,Hagan Arena,17-7,9-9,55,54,W,1,No,0,26,22,29,32,Davidson,4,-3,No,No,Close,31,66,47.0,31,73,42.5,8,22,36.4,10,28,35.7,12,17,70.6,16,26,61.5,27,41,-14,9,10,18,31,13,20,16,12,4,11,12,5,8,22,23,-1,27,30,20,15,15,12,13,4,9,2,13,7,No,Yes,2,0,2,0,1,1,"Thomas,Joshua",15,6,2,34,"Williams,Timothy","18 pts, 7 reb, 3 ast","Williams,Daniel","12 pts, 3 reb, 3 ast","Davis,Steven",16,5,4,31,0,0,0,0,"Davidson showcased its depth in a win over Saint Joseph's. Williams,Timothy added important support with 18 pts, 7 reb, 3 ast. Williams,Daniel also contributed with 12 pts, 3 reb, 3 ast. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson protected the rim effectively with 5 blocks. With the win, Davidson improves to 17-7."
20260000067,12/31/24,2024-25,Saint Louis,Neutral,Regular,Neutral Site,11-4,9-14,70,89,L,19,Yes,1,35,32,35,57,Davidson,3,-22,No,Yes,Blowout,23,39,59.0,28,52,53.8,12,31,38.7,4,10,40.0,13,16,81.2,15,18,83.3,43,33,10,12,7,31,26,18,14,11,17,-6,5,3,7,8,27,9,18,36,31,14,18,7,12,5,12,9,4,5,5,Yes,No,1,2,3,0,1,1,"Anderson,Kenneth",20,10,3,32,"Rodriguez,Nicholas","17 pts, 4 reb, 3 ast","Miller,Eric","11 pts, 2 reb, 4 ast","Gonzalez,Scott",19,8,3,39,1,0,0,0,"Davidson battled in a tightly contested matchup against Saint Louis, falling 70-89. Anderson,Kenneth sparked the Wildcats with 20 points and 3 assists. Rodriguez,Nicholas chipped in 17 pts, 4 reb, 3 ast, providing valuable support. Davidson received a spark from its bench, which contributed 27 points. Davidson continued to compete and found positive stretches against Saint Louis.

Davidson turned defense into offense with 14 points off turnovers. Davidson showed resilience and will aim to build from the positive stretches in this game."
20260000068,12/17/24,2024-25,St. Bonaventure,Neutral,Regular,Neutral Site,12-2,11-13,70,85,L,15,Yes,2,26,30,44,55,Opponent,4,-11,No,No,Blowout,24,49,49.0,18,44,40.9,12,40,30.0,9,23,39.1,12,17,70.6,17,28,60.7,28,30,-2,5,8,23,22,18,15,18,9,9,10,8,5,6,21,25,-4,37,28,13,8,11,6,9,14,5,6,23,25,Yes,No,1,1,2,1,1,2,"Clark,Ryan",17,8,5,34,"Hernandez,Joseph","10 pts, 7 reb, 3 ast","Thomas,Timothy","6 pts, 1 reb, 2 ast","Martinez,Donald",19,7,6,34,0,0,0,0,"Davidson responded after halftime and continued to challenge St. Bonaventure. Clark,Ryan paced Davidson with 17 points. Hernandez,Joseph gave Davidson a lift off the bench with 10 points. Thomas,Timothy also contributed with 6 pts, 1 reb, 2 ast. Davidson continued to compete and found positive stretches against St. Bonaventure.

Davidson protected the rim effectively with 5 blocks. This performance highlights Davidson’s potential moving forward."
20260000069,01/08/25,2024-25,VCU,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,13-8,14-12,92,83,W,9,Yes,2,35,29,57,54,Davidson,6,3,No,No,Standard,20,47,42.6,21,43,48.8,6,19,31.6,10,34,29.4,9,10,90.0,15,20,75.0,25,37,-12,13,6,12,31,13,12,17,10,7,4,9,5,4,17,17,0,34,40,10,10,13,7,4,4,7,8,15,20,No,No,2,1,3,1,0,1,"Gonzalez,Daniel",29,8,5,34,"Hall,Joshua","15 pts, 6 reb, 2 ast","Lewis,William","12 pts, 3 reb, 3 ast","Thomas,Kenneth",16,6,1,25,0,0,0,0,"Davidson showcased its depth in a win over VCU. Gonzalez,Daniel led the way with 29 points, 8 rebounds and 5 assists. Lewis,William also contributed with 12 pts, 3 reb, 3 ast. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson protected the rim effectively with 5 blocks. Davidson continues to build momentum with another strong performance."
